,_id,owner_username,caption,age_group
10,5eac3c1fc0a76efd7a48ce15,kaneskandids,stop it  put her down  what are you doing brother  put  her  down  shipoosofinstagram cute cutedogs dogsofinstagram instadog omgcute corona covid_19 covid19 staysafe quarantine dontpanic covid2020 illness prevention covidwisconsin hammock hammocklife hammockdog,very_young
11,5eac3cc8c0a76efd7a48ce17,hageokoeln,cacelled now you know why max hates corona want to see more  https:  www youtube com watchv=ug-6dd6_gg8  corona socialdistancing socialdistance distance 150cm virus virusvideo joke satire fun stayathome stayhome quarantine quarantäne instagood instagram videos video movie movies spaß isolation actor actors actorslife cologne köln koeln now toiletpaper,very_young
12,5eac3da5c0a76efd7a48ce1a,venkatesh._yemineni_,new_look 😜 quarantine spl 😆                 newlook hair style quarantine spl caronavirus venkatesh_yemineni mindblock bgm maheshbabu sir,young_in_heart
13,5eac3de0c0a76efd7a48ce1b,dooksnpurrs,mom thinks she so cool and shit  well guess what     swipe swipe 👉  shes not  we are ehehe 😼 3cool5u2cool4uwecoolunotferretcatferretscatsferretnationferretlifecatlifeferretworldcatladystayhomequarantine,very_young
14,5eac3e55c0a76efd7a48ce1c,vipulvithal,but too often people believe the opposite  they believe in  or have experienced  a love that is conditional   this is what i am experiencing from past few years  parents are expecting so much from their children  in this fake and socially accepted world  parents usually say :   •”i will love you if you make me feel like i’m a good parent ” •”i will love you if you get good grades ” •”i will love you if you look a certain way ”   this conditional love speaks more about the person giving it than the person it’s directed to  love isn’t a merit system where only the super star students deserve the reward  love is love is love                    childpsychology childpsychologist psychatrist psychologyfacts thoughts quarantine randomthoughts adhdproblems parenting parentingtips thoughtoftheday mentalhealthawareness mentalhealthmatters mentalhealth positivequotes,very_young
15,5eac3e84c0a76efd7a48ce1d,extrovert.tv,virat kohli celebrating birthday of his better half 💕💕@virat kohli @anushkasharma viratkohli anushkasharma quarantine bollywood extroverttv,young_in_heart
16,5eac3efbc0a76efd7a48ce1e,vincyscarf,today it is officially 40 days that i am in quarantine 😩 i remember i didnt have a beard 🤔           me quarantine stayathome mylife myself freetime playstation style lifestyle styleblogger fashion fashionblogger mensfashion cool look cute love sweet elegant classic vogue gentleman beautiful amazing goodvibes instagood instafashion photooftheday picoftheday bestoftheday,young_in_heart
17,5eac3f7ac0a76efd7a48ce20,twinflame_love_psychic,i do not offer free anything questions or readings so don’t ask me thank you ✨ but my readings are 100% accurate and true ☪️ boredinthehouse bored quarantine coronamemes spiritualawakening palmreading angelguidance tarotcards realpsychic jerseyshorepsychic losingmymind tiktokchallenge tiktok psychic,young_in_heart
18,5eac40bac0a76efd7a48ce24,cornerstone_music_video,it’s true 😪  arcticmonkeys alexturner matthelders am jamiecook rock music nickomalley indie mileskane indierock thelastshadowpuppets humbug tbhc alexturnerisgod thestrokes oasis tranquilitybasehotelandcasino alexturnerism favouriteworstnightmare whateverpeoplesayiamthatswhatimnot alternative tlsp suckitandsee milex alexturnerisbae sias wpsiatwin fwn quarantine,young_in_heart
19,5eac40e1c0a76efd7a48ce25,__theuntoldstoriess__,🙃 beauty beautiful love instagood happy art happiness smile art picoftheday love cute flowers peace igdaily instapic instamood bestoftheday photooftheday📷 loveislove lovequotes liker  hurt artistsoninstagram̛̄̊̔̈̓̐͌̈̆̓̔̿̆̒̈́̅̐͆̏̔̿̂̃̄̃͆͂̆̏̇̀̀̄̍͌̇̇͐̈́̀̓̀̀̀̌̃̆͂̅̀̚̕̕̚͝͠͝coronavirus  covid_19  quarantine quarantinelife romantic heartbreak,young_in_heart
20,5eac41a2c0a76efd7a48ce26,mimolettemonster,nm  hbu 🌸💜✨ quarantine escapism  escapism is very much my poison  and my venom  i love it and i love this game and all of the hours i’ve sunken into it and lost in this fantastic little world i make by myself everyday  。           animalcrossing animalcrossingnewhorizons acnh pastelaesthetic pastel pinkaesthetic purpleaesthetic pastelpurple pastelpink yumekawaii stayhome quarantinelife quarantine あつまれどうぶつの森 あつ森 どうぶつの森 ゆめかわいい 夢かわいい パステル,young_in_heart
21,5eac42bcc0a76efd7a48ce27,bakernberner,banana cinnamon muffins w  domed & crunchy tops  @hummingbirdhigh         muffins bananabread cakes baking quarantine cinnamon banana cake breakfast dessert bakery,young_in_heart
22,5eac42fbc0a76efd7a48ce28,carson.smith.bmx,aight so i havent posted on here in forever because im lazy  but basically im building a backyard pump track with my brother now  my bike is still broken  so im riding his bike in all of these clips  but i just ordered in a bunch of new parts for mine and it should be ready to go in a couple weeks  ill try to keep yall updated whenever possible bmx harobmx ridebmx ourbmx pumptrack quarantine backyard,young_in_heart
23,5eac43e9c0a76efd7a48ce2b,asiapellonara,✨take care of your body  it’s the only place you have to live ✨       comepassareiltempo vogliouscire quarantine workout workoutathome fitness gymtime bodycare blackandwhite,young
24,5eac45fdc0a76efd7a48ce2d,toughjohnnie,“me and my whole click are pariahs👺” quick @memphisjookin warmup with some @ramirez_187 in the background  heavy tunes  this track is a banger  @suprafootwear  @supratokyo  @petalspeacocks  @brooklyncloth  baltimore hiphopdance tutting memphisjookin jaywalkchallenge woahchallenge hitdemfolks quarantine socialdistancing suprafootwear brooklyncloth petalsandpeacocks dancelife creativity raindance,young_in_heart
25,5eac46a0c0a76efd7a48ce2e,trendyandbling,the candy print and this clear sky already makes us staring ❤🥀     @_jcca_sharma is the best when it comes in fashion ❤   thanks for choosing us also link in bio for more details   imphalonline imphal manipur manipuri meitei likeforlikes followforfollow northeast northeastgirls northeastindia koreanstyle korean quarantine stayhome style bestfriends bestpicture,young_in_heart
26,5eac46c8c0a76efd7a48ce2f,bobbiecmua,goldilocks 🤎💛 @tartecosmetics - 22b shapetape 🤎💛 @benefitcosmeticsuk  4 5 🤎💛 @urbandecaycosmetics  naked 🤎💛 @lagirlcosmetics  white concealer for base 🤎💛 @lillylashes  miami 🤎💛 @maccosmeticsuk  mascara 🤎💛 •dm me 🤡 if you want to join gain group • use my code bobbiemua10 on @badgyalarchive to get 10% off  makeupartist mue quarantine workout explorepage repost trending instagram billieeilish billieeilishlook makeup allmodernmakeup greeneyes greenhouse greeneyeshadow muaxmascollab covid quarantine  tiktok alexademie tiktokdance charlidamelio anastasiabeverlyhills,young_in_heart
27,5eac46f8c0a76efd7a48ce30,kukhilavaketusha,scene  scene2  bored  quarantine  freestyle  feelgood  happydays  happyspring  ❤🙏🥀🌻🏵🌹⭐⭐,very_young
28,5eac4857c0a76efd7a48ce32,moodremote,vasisthasana  side plank  : strength  focus  balance  it’s all in your head 🙏🏻 our minds determines our physical capabilities  and of course  determination of practice is essential  there is never the perfect posture expression  all about experiencing the moment into the posture  staying here and now 🙏🏻 asana practice is a form of moving meditation            yoga yogini yogapractice yogaeverydamnday sports yogisofinstagram yogi aum shanti om love peace homepractice covid19 quarantine sideplank sideplankvariation,young_in_heart
29,5eac4888c0a76efd7a48ce33,captain_jimmy9,get a loan today if interested explore analyst financialfreedom forbes businessowner currency entrepreneur quarantine billionaire bhfyp firsttimehomebuyer housegoals hgtv opportunity diy skincare pandemic goaldigger tgif realestate realestateagent realestatebroker money credit creditrepair,young
30,5eac48f7c0a76efd7a48ce35,i_livelovetravel,neuschwanstein castle is arguably the most famous historic sites and definitely one of the most impressive of all the castles in germany  it is set in an idyllic wooded surrounding on a hill with spectacular views  and the surrounding countryside is equally impressive in winter snow or in the lush green summers  but personally  i love this beauty in winter when this is covered in white sheet❤️❤️       neuschwansteincastle bavaria beautifulcastle castleinthesky hohenschwangau beautifulbavaria castle sleepingbeautycastle winterwonderland beautifuldestinations beautifuleurope beautifulworld ilovetravel letsgoeverywhere stayhome staysafe stayhomestaysafe quarantine quarantinelife castles_oftheworld castlephotography awesome_photographers mobilephotography snoweverywhere wintertravel winterclassic castle🏰 castleview neuschwanstein castlesofinstagram,young
31,5eac49e7c0a76efd7a48ce37,makeup_influx,your eyes are a reflection of your soul✨❤️⚡️    inspiration- @ipglitz ❤️    product details ✨ eyes👀 - @colourpopcosmetics - zodiac palette    face👸🏻- @maybelline -fit me foundation  @wetnwildbeauty & @lagirlcosmetics -contour  @flowerbeauty -blush    lips 💄- @colourpopcosmetics  passthebrushchallenge    makeup mua makeupoftheday makeuplooks eyeshadow lockdownmakeupchallenge kathleenlightsxcolourpop undiscoveredmuas undiscovered_muas blazin_beauties underratedmuas slayinbeauties kudinunachnede🎵 kudinuchallenge featuremuas @indian_makeup_society @wakeupandmakeup @undiscovered_muas @underratedmuas_ @blazin__beauties @worldwide_artist_  @lenkasangels dontrushchallenge partymakeup beautyscoopindia delhimakeupartist halfcutcrease eyelooks colourpopcosmetics make_up_shoutout delhimakeupartist glammakeup makeupisart indianmuas quarantine makeupisart trending makeuplooks highlighteronfleek,young
32,5eac4ae9c0a76efd7a48ce39,vinnyvolcano,directartent  quarantine beat nosample original work vsharp is vinnyvolcano is directartent hiphop nature tortoise production planetxlabz vipsoundlab artphorumfamily,very_young
33,5eac4b16c0a76efd7a48ce3a,cloudeeai,dubai sunset sky photography huwawi skyline uae eye horizon cloudy quarantine clouds,young_in_heart
34,5eac4cb4c0a76efd7a48ce3c,ritabrentcomedy,sharethispost have you done the quarantine shuffle yet this is my covid-19 awareness song now streaming on apple music  itunes  spotify  google play do the dance and tag me for a shoutout stayhome staysafe quarantineshuffle dance  ritabrentcomedy quarantine,young_in_heart
35,5eac4d20c0a76efd7a48ce3d,the_masala_bites,good evening friends 🙏      need to add some flavour to your quarantine routine      one of the super yummy & delicious dessert at home with in five minutes only 😋✌😋     oreo mug cake is a warm most & fluffy cake made with a few minutes add milk oil eno in the oreo cookies & keep it in the microwave for two minutes & your super yummmyyy brownie is ready to eat 😋🥰🥧🥧🥰😋     eveningmoodafterdinnerhomemadequickdesserteasytomakekidsspecialquarantineenjoyyummydeliciousmilkoreossuperintasteinstafoodiesinstachef👩‍🍳👩‍🍳😋🥰🥧🍪🥧🥰😋👩‍🍳👩‍🍳           🥰    happiieee evening      🥰       😋      the_masala_bites recipes      😋 😍                      enjoyyyyyyy               😍,young_in_heart
36,5eac4d42c0a76efd7a48ce3e,englishfromhome2020,hello⁉️ even in the dark days  we need to learn new things  the pandemic will  finish as soon as possible  don’t forget to take care of you and the others  together we are strong  😷 😷 😷 english englisffromhome quarantine staysafe yesyoucan pandemic virus covid19 cure socialdistancing activities skills language world adaptation classesonline canada vancouverisland,young_in_heart
37,5eac4dd4c0a76efd7a48ce40,krisz0630,quarantine quarantinestyle quarantinehairstyle shorthair dontcare mik ikozosseg picoftheday greeneyes leatherjacket spring stayhome maradjotthon likeforlikes selfie,young_in_heart
38,5eac4ebcc0a76efd7a48ce42,thevillage253,how have your relationships changed in quarantine  have you reconnected with friends and family do you have new thoughts perspectives on community or relationships       thevillage253 tacomacommunity tacoma_wa wewillgetthroughthis weneedeachother quarantine covid19,young_in_heart
39,5eac4ef1c0a76efd7a48ce43,ekvaar,wtf is going on with teacher          follow us for more and subscribe us on youtube link in the bio  onlineclasses quarantine miakhalifa online classes wtf funnyvideos ekvaarroasting ekvaar,young_in_heart
40,5eac4f25c0a76efd7a48ce44,_gentle_pages_,it is all about growing together  isnt it💫     we are happy to announce that team gentlepages is offering a chance to post guest articles on our blog ✨  qotd - what could you be grateful for and positive about right now  if you really wanted to  get your content ready and we will post it on our blog under few terms   we expect a small charge for guest posts  we will add a permanent link of your blog or instagram account in the article so that those who visit your article  can reach out to you personally ✨  why should you choose our blog  trust us when we say your article will be viewed around the world  we will provide you with the stats and figures   we are open to any reviews  articles about books   if interested and want to know more  our dms are open ✨  psst  there is a discount for the first three people so hurry up 😇       guestposting guestpostingsites indianbookstagrammer book bookstagram books booklover bookstack bookstacks bookstackchallenge bookish bookreviewersofinstagram booksbooksbooks bookblogger wordpress bookaddict writersofinstagram igreads bookbloggersofinstagram indianbookblogger booknerd chennaibookstagram bookmaniac bookobsessed quarantine quarantinelife quarantinereads bookstagrammer gentlepages wordpress guestpost,very_young
41,5eac4f67c0a76efd7a48ce45,darren.m1985,the tricep ripper  if you guys want  try and do each exercise until failure with a minutes rest between sets and repeat the whole exercise at least twice  your triceps will burn enjoy 🤜🤛 redcon1tieroperator redcon1 fit fitness fitnessfamily fitfamglobal  muscle instafit instalike gymflow fit followforfollowback workout gymrat sport gymfreak fitfamily quarantinelife  nutrition gymshark  crossfit fitnessaddict diet quarantine fitnessmotivation fitfamde fitfamdeutschland menshealth fitnessjourney workouts kettlebell,young_in_heart
42,5eac4f8cc0a76efd7a48ce46,marsbeats420,lofi beat 🔥🎧the other beat  coming later today       lofi producer hiphop chillhop dj music musicproducer quarantine quarantineandchill  newmusic,young_in_heart
43,5eac5091c0a76efd7a48ce48,cohensherririddell,ootd  quarantine   on safari in the living room   another comfortable knit number waiting to jump into a suitcase 🧳,young_in_heart
44,5eac50c8c0a76efd7a48ce49,gianmarco_giuli_,just gonna put it here 👀 • • • • • • • • • • • covid19 fase2 conte art filter selfie picoftheday love friends nature butterfly white colors color blueeyes russian italian gamer youtube singer teen music stayathome stayhome quarantine quarantena haircut home homemade,young_in_heart
45,5eac50fcc0a76efd7a48ce4a,judahel_music,have you ever felt like your heart has been on god’s surgical table and moreso now   where it seems like your thoughts and emotions have finally caught up with you    • • have you found it easy to avoid the worries  the hurts  the pains  the wounds  the bruises of your heart  through the busyness of life   but that escape place of “busyness” doesn’t seem to be at bay now and you’re finally confronted with the rawness of your heart with nowhere to hide   and it seems each day god is surfacing the compiled and hidden things you never wanted to admit to or face as you knew the pain would be too much to face • • what of if god told you  you’re in safe hands; his hands   and what you thought didn’t matter  but caused great hurt  worry  anxiety  grief and defence to your heart  is actually what he cares about most  more than the ‘works of your hands’   and he wants to have a time of openness and intimacy to discuss these things with you • • what of if the things you thought he didn’t care about are actually the things he cares most about  allow him in  • • it’s okay - he wants to stabilise the heart beat of your heart - to give you his true peace  the surgery may hurt  but it will lead to desired healing and wholeness  • • he’s got you just where he wants you allow him in  ❤️ • •  meditation hesgotyou quarantine quarantime heartsurgery pain hurt grief relief wholeness peace acceptance inspired  pensketch judahelart,young
46,5eac515bc0a76efd7a48ce4b,jenn91702,the joys of teaching teacherparade quarantine missyou kids loveyou carync,young_in_heart
47,5eac518bc0a76efd7a48ce4c,shwetakushwaha15,👍👍superbbshwetu isolation koronavirüs stayhome  lifebuoykarona quarantine staysafe bepositive goal_and_target,young_in_heart
48,5eac5281c0a76efd7a48ce4d,luketownsendphoto,quarantine in manhattan  ks doesn’t have to be all doom and gloom   sometimes it’s an afternoon storm sunset with rainbows and friends that visit while we hang out and maintain social distance    covid19 covid_19 manhattan kansas @cityofmanhattan quarantine socialdistance friends mhk @90steve08,young_in_heart
49,5eac565fc0a76efd7a48ce54,viktoryamac,still dreaming about it 🌴  yomequedoencasa stayathome staysafe quarantine travelphotography palmtrees srilanka seaside blackandwhite paradise wildsoul lifestyle slowlife easylife freedom puravida liketime likeforlikes instagood instamoment instagram vsco girls next nicememories love,young
50,5eac576dc0a76efd7a48ce55,kamilekanapeckaite,lazy fridays with @missoutt bra and pj’s from @mjrever *gifted  fashion style quarantine loungewear loungeunderwear pj peach styleinspo homefashion,young_in_heart
51,5eac582ac0a76efd7a48ce56,prplmiami,mood when you are one month closer to being quarantine free 💃🏾  📹 @mgwinefoodfest @carlaphall @thehungryblackman  hellomay,young_in_heart
52,5eac5864c0a76efd7a48ce57,robzimer,may 1st 2050             dublin ireland rain quarantine  stayhome,very_young
53,5eac58dfc0a76efd7a48ce5a,mel.x.w,lightroom quarantine gains gainwithmchina gainwithspikes gainwiththeepluto gainwithxtiandela quarantine stayhome staysafe stayhealthy followforfollowback,young_in_heart
54,5eac593cc0a76efd7a48ce5c,ashleencroft,🖤👣 small steps everyday 👣🖤,very_young
55,5eac595ac0a76efd7a48ce5d,bonbon_nov,🌼🌼 photooftheday instagood quarantine instagram staycation feed hawaii photography,young
56,5eac5a29c0a76efd7a48ce5e,madebyrjon,repost @livingyourlifewithoutlimits ・・・ 🇺🇲🇺🇲living your life without limits wishes to acknowledge all of the healthcare professionals who traveled from across america to answer governor cuomos call  this video clip titled “we answered the call”  represents a small fraction of the many health professionals who left their families  jobs  and their home state to come join new york in the fight against covid-19  we salute you and god bless you all ❤❤ stayathome quarentineandchill safehands flattenthecurve essentialworkers covid19 pandemic  quarantine nurses bestnurses healthcareprofessionals lylwl livingyourlifewithoutlimits shannonjackson weanswerthecall coronavirus nurse nursesweek @oprah @nygovcuomo @realdonaldtrump @nbcnews @nbcnewyork @cbsnews @theellenshow @bbcnews @nbcla @foxnews @beyonce @apnews @iamcardib @wendyshow supportourtroops,young
57,5eac5a5ec0a76efd7a48ce5f,dorothy_tacs,almás rizsfelfújt csokoládés öntettel freshhealthfitinstagoodinstamoodeatcleanfoodquarantinefoodpornshareinstafoodgastronomygastropostfoodpornfoodstagramfoodsfoodphotofoodphotographyfoodbloggerfoodblogyammypicofthedayfoodpicssimplefoodrisechocolateapple,young_in_heart
58,5eac5af8c0a76efd7a48ce61,teospasiano,quarantena in una foto quarantine homesweethome family littlegirl littleboy fatheranddaughter fatherandson dadlife lockdown guitar iloverocknroll lettera22 homework writer play fender gibson primomaggio design englishsetter,young_in_heart
59,5eac5bc7c0a76efd7a48ce63,katey_m75,time for pe with oscar the body coach tadeo morton     pe with joe was a piece of cake compared to this  joe wicks has had such a positive influence on my lovely boy these strange days  weve not missed a session  he keeps repeating joes mantras of working hard  never giving up and being kind   he is a hard trainer mind you     he made up this circuit and said we had to go round for 2 hours before going on our one hour bike ride     not sure what im training for but im pooped 😂😂😂 pewithjoe joewicks thebodycoach keepingfit family familypictures myboy lovehim oneinamillion makingmemories quarantine quarantinemoments positivevibes,young_in_heart
60,5eac5c3bc0a76efd7a48ce64,eatsdrinksandviews,slow cooker roast beef for the win there’s nothing better than coming home from work to the smell of an almost-finished dinner 🥘 • • homecooking home meal dinner slowcooker roast beef potatoes carrots stayhome hungry eat delicious delish yummy yum nomnom nom getinmybelly tasty likeforlikes instagood instagram latergram besthusbandever dayoff cook getwellsoon flowers quarantine,young
61,5eb14c8fae13224141a69cfa,marco.bombaci,:-*kiss off:-* canvaspainting violentfemmes acrilicosutela videopainting streetarthome streetarteverywhere clouds cloud nuvola lockdown2020 staysafe stayhome arteinquarantena quarantena quarantine staykissable paintingoftheday paintingprocess workinprogress folkpunk 80s comic popart benday bendaydots popartitaliana canvas acryliconcanvas neopop kissoff,young_in_heart
62,5eb14cdbae13224141a69cfb,_marcobosisio_,muse: starlight cover  we don’t know each other well  but we share the same passion for music and @muse     quarantine can be so boring  and we decided to lighten up the mood putting ourselves out there and  why not  play the fools together    with commitment and effort we did this  hoping you’ll enjoy no mics  no professional production or plugins ignorance is the way   drums synth piano background vocals mixer  exceptional blasphemer : @simoneabbatangelo  guitar: @priorpi  bass lead vocalist: a complete jerk   @mattbellamy @domhoward77 @ctwolstenholme78       @justcoversongs it @covers allday  @guitar_dailymusicians        clipoftheday videooftheday musicvideo guitardaily coversong muse starlight guitarist guitarplayer rock rockmusic musiclover drums drumslife drummerlife drumsticks bassplayer bassist synth notmyjob ampeg iorestoacasa coronavirus quarantine quarantena irony positivevibes stupidvideo,young_in_heart
63,5eb14e99ae13224141a69cfc,simoncroberts,i had fought on behalf of man against the sea  but i realized that it had become more urgent to fight on behalf of the sea against men  — alain bombard  biologist  adailysea coronadiaries seascapes nhscharitiestogether massisolationproject quarantine photographersinisolation ukphotographersinisolation massisolationformat socialdistancing picturinglockdown  brighton  uk  29 04 2020 ******** a daily sea - no 42  all the daily sea photographs are now available as a special fundraising print with 100% of profits going to support the national health service covid-19 campaign @nhscharitiestogether  please follow the link in my instagram profile for more details  ********,very_young
64,5eb14f5bae13224141a69cfd,crismartinezx2,✴️ en la vida algunos ponen excusas  otros nos esforzamos aunque cueste más  🖤 y esto puede aplicarse a todo; desde los estudios hasta el simple hecho de quedarse en casa y renunciar a ver a los que más quieres estos días  📱esta colección  por ejemplo  está hecha en pijama  el outfit de moda de esta temporada   con la cámara delantera del móvil y una pequeña fuente de luz  📷 además  esta foto concretamente  al igual que lo serán las de esta columna   la hice nada más salir de lavarme el pelo  🐜 quien quiere  puede y quien no  pone excusas  * * * ✴️ in life some people make excuses  others strive even if it costs more  🖤 and this can apply to everything  from studies to the simple fact of staying at home and giving up seeing the ones you love the most these days  📱this collection  for example  is made wearing a pyjamas  this seasonal outfit  with the front camera of my mobile phone and a small light source  📷 in addition  this photo  just like all of this column  was taken when i had finished washing my hair  🐜 when you really want something  you find a way  when you dont  you find an excuse  * * * photography photo art bnw blackandwhite blancoynegro byn portrait girl elegance beauty create collection edit quarantine cuarentena fotografia black retrato autorretrato light darkness blackandwhitephotography bnw_photography bnw_portraits monochrome colorful effect video lightroom,young_in_heart
65,5eb15044ae13224141a69cfe,fragranceworld_gh,ranger by emper🇦🇪  a masculine piece with a strong presence   🎀 edp 100ml available at 150gh fragranceworld perfume accra ghana fashion style trend dearraandken covid_19 kency2020 follow4followback follow trend perfumegh power love quarantine tiktok challangeaccepted addme dubai dubaiperfume uae,young
66,5eb150a5ae13224141a69d00,_le.ss.lee_,when subramanian met sharma ji     buildinguncles   @rahulsubramanic   buildinguncles i told him my secret plan for today 🍺   rahulsubramanian quarantine,young_in_heart
67,5eb15139ae13224141a69d01,lydiawalters29129,time to get sane 😋😁😋 it’s been a whole 2 months without you my love 😍🥂👸🏽 thank you @theitalianmastermumbai for these two beauties  you spoil me rotten 😁😇❤️💋 wine winelover frenchwine chile winetime wineoclock whitewine goodvibes mood instagood wineoftheday wineofinstagram onlywines mumbai quarantine quarantinelife funtimes wineforlife stayingsane  wineallday 🥂 👸🏽 ❤️,young_in_heart
68,5eb1518bae13224141a69d02,s.diazjose,art arre artcollectornyc artecontemporaneo arte artgallery gallery_of_india gallerywalldecor decoration decoraciondeinteriores paint qatar quarantine spain yes newyork paris,young_in_heart
69,5eb151e1ae13224141a69d03,proficient_clothier,as we observe social distancing  its a must to mask up sanitize our hands regularly and stay safe our nose mask still available in prints  denim monochorme and also 2 in 1        nosemaskfilter nosemask maskuplagos quarantine socialdistancing staysafe masky fashionista fashionmask makeitmask mumpreneurs shopproficientclothier proficientclothier maskbeauty,young_in_heart
70,5eb151feae13224141a69d04,shankar_photographyz,❤️ © ® ™ mobilephotography photography nature photooftheday📷 stayhometoyinstagraminshotlandscapephotography indianphotographyquarantinelovephotographylikeforlikeskeralaphotoskeralaphotographykanniyakumaripotraitphotographyisoshotoniphoneshutterspeedtamilphotographerkeralagrammood©®©✓]}\¶∆×π√,young_in_heart
71,5eb1527cae13224141a69d05,trap.x_al0t.ke3,heyy spamm my black ass up - - - threads throwback nlechoppachallenge explore explorepage viral likesforlike followforfollowback quarantine nailart support baddies dankmemes dubsmash girlsallowed goodmorning coronavirus likexlike,young_in_heart
72,5eb155a0ae13224141a69d08,labisglam,@atueyi knows how to slay her facemask 😷😍😍😍 slay ✔ beauty ✔ :: makeup ~@labisglam shot by ~@lucasworks :::: birthdaybirthdaygirlbirthdayglam lagosmuaikejamuaikotunmuastaysafestayathomemakeuplovermakeupguruhotdropzmakeupforblackwomenmakeupartistsworldwidequarantinequarantinelife,very_young
73,5eb1561aae13224141a69d0a,calligraphybysyeda,alhamdullilah for what im today  a thankful heart❤️ english calligraphy       alhamdulillah calligraphy calligraphylettering calligraphybysyeda alquran  mashaallah allahuakbar allah islam followforfollowback follow4followback likeforlikes likesforlike liketime like4likes quarantinetime arabic englishcalligraphy arabicquotes islamicart islampost artistsoninstagram calligraphyart quranic quranverses quarantine ramdan ramzankareem  calligrabasics alhamdulillahforeverything,young
74,5eb15677ae13224141a69d0c,syboy_11,be your own inspiration 😎              @world_photography hub @insta_photography_club  entrepreneur tba tbt love beautiful instagood old no1 new fashion kochi like4like picoftheday photooftheday photographer vibes stayhome bestoftheday royalwedding grateful discover shooting world wide coffee tea model quarantine grateful like4like  like4like like4like happy hair,young
